4.5,5,0.000389396,456.778,150.33,0,
4.5,5,0.000334293,729.279,349.171,0,
4.5,5,0.109468,931.026,343.685,34,
4.5,5,0.000424713,834.857,215.391,0,
4.5,5,0.00247542,875.165,286.942,4,
4.5,5,0.0359951,743.429,243.81,15,
4.5,5,0.00144253,1435.24,315.426,1,
4.5,5,0.000314006,681.629,245.914,0,
4.5,5,0.000345906,881.213,280.887,0,
4.5,5,0.000313314,846.729,248.811,0,
4.5,5,0.00155571,1163.45,306.23,3,
4.5,5,0.026604,1161.53,327.265,8,
4.5,5,0.0416575,940.825,297.884,28,
4.5,5,0.194282,922.266,369.741,32,
4.5,5,0.00259438,966.012,307.455,5,
4.5,5,0.0625037,1728.18,403.743,23,
4.5,5,0.425362,1447.49,364.215,41,
4.5,5,0.00774902,1194.25,442.938,3,
4.5,5,0.000495234,577.39,208.679,0,
4.5,5,1.1217,1234.19,373.964,59,
4.5,5,0.00280501,1226.95,349.546,3,
4.5,5,0.00161766,1080.37,259.49,4,
4.5,5,0.00441506,1027.75,326.544,6,
4.5,5,0.312553,954.437,334.681,33,
4.5,5,0.156637,1363.5,365.441,30,
4.5,5,0.000539888,1385.39,413.908,0,
4.5,5,1.99548,1142.22,301.526,34,
4.5,5,0.106042,1142.56,368.238,9,
4.5,5,0.457159,1168.86,365.499,29,
4.5,5,0.0237639,901.718,234.659,21,
4.5,5,0.00415647,960.685,293.34,2,
4.5,5,0.0804921,918.825,357.104,10,
4.5,5,0.0167151,1268.24,303.27,4,
4.5,5,0.00814468,1151.39,361.352,9,
4.5,5,0.0021788,903.392,280.027,6,
4.5,5,0.000797478,727.732,234.087,3,
4.5,5,0.00035927,995.118,347.416,0,
4.5,5,0.000901853,721.094,158.104,2,
4.5,5,0.00170221,827.041,444.461,3,
4.5,5,300.028,1548.7,443.017,72,
4.5,5,300.041,1699.47,435.207,124,
4.5,5,300,819.933,277.464,106,
4.5,5,300.02,1285.69,329.745,47,
4.5,5,300,1431.86,438.149,138,
4.5,5,300.006,1352.6,346.937,66,
4.5,5,300.059,1431.06,349.546,75,
4.5,5,300,1008.88,295.178,46,
4.5,5,300.001,1057.28,354.685,49,
4.5,5,300.001,1488.5,316.739,110,
4.5,5,300.01,1636.97,393.453,37,
4.5,5,0.00566489,667.827,197.021,0,
4.5,5,0.000781388,729.083,269.73,0,
