../3.5/super-dense/tasks/task22.xml,3.5,11,0.00870805,1114.06,255.954,0,
../3.5/super-dense/tasks/task0.xml,3.5,11,180.012,1396.6,273.346,0,
../3.5/super-dense/tasks/task1.xml,3.5,11,180.122,1604.67,253.629,0,
../3.5/super-dense/tasks/task2.xml,3.5,11,180.605,1446.17,237.686,0,
../3.5/super-dense/tasks/task3.xml,3.5,11,180.162,2058.16,273.58,0,
../3.5/super-dense/tasks/task4.xml,3.5,11,180.008,1461.42,195.839,0,
../3.5/super-dense/tasks/task5.xml,3.5,11,180.036,1439.96,259.182,0,
../3.5/super-dense/tasks/task24.xml,3.5,11,87.8364,899.218,192.048,0,
../3.5/super-dense/tasks/task6.xml,3.5,11,180.189,1928.04,305.226,0,
../3.5/super-dense/tasks/task7.xml,3.5,11,180.459,1840.23,287.482,0,
../3.5/super-dense/tasks/task8.xml,3.5,11,180.074,1604.06,263.484,0,
../3.5/super-dense/tasks/task9.xml,3.5,11,180.043,1561.74,268.325,0,
../3.5/super-dense/tasks/task10.xml,3.5,11,180.029,1715.22,283.891,0,
../3.5/super-dense/tasks/task11.xml,3.5,11,180.008,1231.93,236.14,0,
../3.5/super-dense/tasks/task12.xml,3.5,11,180.012,1346.03,224.036,0,
../3.5/super-dense/tasks/task13.xml,3.5,11,180.02,1301.96,222.385,0,
../3.5/super-dense/tasks/task14.xml,3.5,11,180.055,1292.4,238.387,0,
../3.5/super-dense/tasks/task15.xml,3.5,11,180.015,1604.28,242.379,0,
../3.5/super-dense/tasks/task16.xml,3.5,11,180.026,1739.5,301.639,0,
../3.5/super-dense/tasks/task17.xml,3.5,11,180.012,1109.41,241.099,0,
../3.5/super-dense/tasks/task18.xml,3.5,11,180.006,1399.73,285.945,0,
../3.5/super-dense/tasks/task19.xml,3.5,11,180.627,1868.15,276.067,0,
../3.5/super-dense/tasks/task20.xml,3.5,11,180.02,1395.08,222.197,0,
../3.5/super-dense/tasks/task21.xml,3.5,11,180.052,1362.06,259.446,0,
../3.5/super-dense/tasks/task23.xml,3.5,11,180.011,1385.04,202.352,0,
../3.5/super-dense/tasks/task25.xml,3.5,11,180.036,1543.81,245.896,0,
../3.5/super-dense/tasks/task26.xml,3.5,11,180.099,1265.66,251.366,0,
../3.5/super-dense/tasks/task27.xml,3.5,11,180.019,2191.23,303.687,0,
../3.5/super-dense/tasks/task28.xml,3.5,11,180.748,1779.44,254.7,0,
../3.5/super-dense/tasks/task29.xml,3.5,11,180.001,1624.05,242.067,0,
../3.5/super-dense/tasks/task30.xml,3.5,11,180.514,1796.31,276.285,0,
../3.5/super-dense/tasks/task31.xml,3.5,11,180.026,1519.43,239.626,0,
../3.5/super-dense/tasks/task32.xml,3.5,11,180.121,1160.06,250.008,0,
../3.5/super-dense/tasks/task33.xml,3.5,11,180.054,1465.58,301.88,0,
../3.5/super-dense/tasks/task34.xml,3.5,11,180.237,1833.18,258.075,0,
../3.5/super-dense/tasks/task35.xml,3.5,11,180.019,2121.28,277.513,0,
../3.5/super-dense/tasks/task36.xml,3.5,11,180.005,1155.6,211.737,0,
../3.5/super-dense/tasks/task37.xml,3.5,11,180.012,1897.2,289.616,0,
../3.5/super-dense/tasks/task38.xml,3.5,11,180.019,1412.79,279.93,0,
../3.5/super-dense/tasks/task39.xml,3.5,11,180.004,1559.8,227.598,0,
../3.5/super-dense/tasks/task40.xml,3.5,11,180.294,1804.38,238.406,0,
../3.5/super-dense/tasks/task41.xml,3.5,11,180.636,1488.33,263.696,0,
../3.5/super-dense/tasks/task42.xml,3.5,11,180.01,1392.45,276.005,0,
../3.5/super-dense/tasks/task43.xml,3.5,11,180.007,1718.98,241.23,0,
../3.5/super-dense/tasks/task44.xml,3.5,11,180.059,1702.12,275.901,0,
../3.5/super-dense/tasks/task45.xml,3.5,11,180.072,1617.84,273.115,0,
../3.5/super-dense/tasks/task46.xml,3.5,11,180.031,1508.18,233.988,0,
../3.5/super-dense/tasks/task47.xml,3.5,11,180,1592.19,278.735,0,
../3.5/super-dense/tasks/task48.xml,3.5,11,180.019,1478.88,275.246,0,
../3.5/super-dense/tasks/task49.xml,3.5,11,180.479,1205.87,289.301,0,
