0,0,0,0,276.2641122562394
116.40000000000001,84.600000000000009,144.59999999999999,94.200000000000003,29.78925980953537
144.59999999999999,94.200000000000003,160.40000000000001,132.20000000000002,41.153857656360742
160.40000000000001,132.20000000000002,153.5,157.90000000000001,26.610148440021888
153.5,157.90000000000001,97,165.80000000000001,57.049627518503584
97,165.80000000000001,93.700000000000003,225.30000000000001,59.591442338644555
93.700000000000003,225.30000000000001,127.7,225.70000000000002,34.002352859765466
127.7,225.70000000000002,140.20000000000002,219.10000000000002,14.135416513141735
140.20000000000002,219.10000000000002,143.09999999999999,226.20000000000002,7.6694197955255845
143.09999999999999,226.20000000000002,141,232.10000000000002,6.2625873247404797
