2,0.000190424,174.239,161.954,
4,0.000284688,304.193,161.954,
6,0.00061772,575.622,252.485,
8,0.000792627,759.8,252.485,
10,0.0194879,1283.85,282.528,
12,0.0589793,1680.99,282.537,
14,0.058656,1848.4,282.537,
16,0.334195,2290.45,282.601,
18,0.418068,2581.97,282.601,
20,3.42261,2765,282.601,
2,0.000330424,384.856,247.849,
4,0.00045708,511.289,247.849,
6,0.00389384,1064.33,301.897,
8,0.0114971,1319.5,301.897,
10,0.0370925,1821.01,306.576,
12,0.0377657,2174.88,306.576,
14,0.0391341,2379.39,306.576,
16,0.083738,2558.45,306.576,
18,0.0861256,2832.69,306.576,
20,0.101619,3123.14,306.576,
22,0.234068,3566.19,306.576,
24,57.3343,3280.9,282.601,
22,60.3411,3060.3,282.601,
2,0.000289371,210.42,198.583,
4,0.00339701,514.492,199.988,
6,0.00333182,713.427,199.988,
18,5.48289,2615.12,247.32,
26,300,3575.3,282.528,
28,300.001,3890.21,282.528,
30,300.005,4230.67,296.148,
32,300.003,4568.03,296.188,
34,300.001,4786.14,296.622,
2,0.00012715,82.8727,67.6712,
4,0.000318324,328.199,240.652,
6,0.000631453,703.037,240.652,
8,0.000860426,928.118,240.652,
10,0.00112603,1288.07,240.652,
12,0.0214065,1575.82,276.743,
14,0.0410542,1785.15,276.743,
16,0.0972623,2109.82,276.743,
18,0.164019,2344.64,276.743,
24,300.351,3697.65,306.576,
26,300.012,3988.53,306.576,
28,300.441,4163.06,306.576,
30,300.271,4523.21,306.576,
32,300.12,4766.64,306.576,
34,300.12,5039.23,306.576,
20,184.633,2964.99,247.32,
8,300.31,1154.89,247.347,
2,0.000269003,238.494,166.047,
4,0.00378687,722.526,273.633,
6,0.00371463,864.031,273.633,
8,0.00403279,1054.93,273.633,
10,0.00398219,1239.33,273.633,
12,0.00421749,1374.75,273.633,
14,0.00462076,1589.31,273.633,
16,0.0602046,1902.6,273.633,
18,0.311282,2234.05,273.633,
20,0.304665,2476.21,273.633,
22,0.691894,2891.22,273.685,
24,0.894483,3127.14,273.774,
26,10.8247,3593.49,281.67,
10,300.026,1443.53,247.347,
12,300.145,1656.29,247.347,
14,300.268,2101.43,247.347,
16,300.028,2360.69,247.347,
2,0.000270859,338.886,256.766,
4,0.000525226,548.847,256.766,
6,0.00130149,853.096,256.766,
8,0.028727,1147.91,256.766,
10,0.0290404,1266.15,256.766,
12,0.399416,1506.44,256.766,
22,300.001,3393.48,287.875,
14,0.709834,1743.6,256.766,
16,1.41887,2112.09,304.734,
24,300.001,3726.58,287.823,
26,300,3895.64,287.585,
18,1.87403,2529.06,304.734,
20,6.1092,2864.19,304.734,
22,13.4835,3117.06,309.029,
24,14.9424,3426.3,309.029,
28,300.002,4043.67,287.875,
30,300.002,4334.28,287.823,
2,0.000323996,307.473,214.77,
32,300.001,4663.29,304.677,
4,0.00800685,611.161,216.175,
6,0.0871865,1021.06,216.554,
8,0.491163,1459.42,245.686,
34,300.002,5000.09,304.677,
26,41.5762,3851.18,313.937,
20,300.203,2707.56,276.743,
22,300.241,2909.29,276.743,
24,300.242,3222.88,276.743,
26,300.228,3508.25,276.743,
28,300.003,3864.35,276.743,
30,300.001,4375.63,280.452,
32,300.001,4726.57,280.098,
34,300.003,5139.72,280.098,
28,300.043,3898.75,281.545,
30,300.001,4209.27,281.392,
2,0.000198749,232.293,144.92,
4,0.000466167,531.534,154.579,
6,0.000577384,722.744,154.579,
8,0.0111293,1112.21,219.168,
10,0.292526,1359.99,219.168,
32,300.001,4494.76,281.183,
14,1.02438,1941.21,318.318,
12,2.2017,1801.75,316.307,
34,300.002,4713.51,281.545,
28,300,4332.17,313.937,
30,300.003,4422.27,313.937,
32,300.008,4675.66,313.428,
34,300.002,4865.03,313.937,
10,300.232,1646.55,246.901,
12,300.056,2021.83,288.201,
16,42.3067,2313.32,318.318,
18,44.6121,2600.9,318.318,
2,0.000279742,368.332,250.543,
4,0.00804723,978.207,318.853,
6,0.00831705,1223.12,318.853,
8,0.0329493,1645.52,319.683,
10,0.200059,1939.86,319.683,
12,0.231379,2354.4,319.683,
14,0.697022,2796.71,319.683,
14,300.29,2424.19,288.201,
16,300.216,2482.4,288.201,
16,7.8805,3241.78,319.683,
18,300.002,2763.43,288.201,
20,300.268,2989.02,288.201,
22,300.144,3235.53,288.201,
24,300.154,3464.32,288.201,
26,300.003,3858.85,285.952,
28,300.001,4207.34,285.361,
18,122.876,3752.59,331.973,
2,0.000395533,368.442,238.171,
4,0.000523485,582.982,238.171,
6,0.000627973,727.779,238.171,
8,0.00101072,1119.17,285.37,
10,0.00142201,1579.4,285.37,
12,0.00361114,1931.78,285.37,
14,0.0193684,2338.69,285.675,
16,0.0181337,2562.04,285.675,
18,0.0577916,2778.99,285.675,
20,1.34102,2975.96,285.675,
30,300.002,4506.84,284.034,
32,300.006,4774.7,287.681,
22,22.2723,3424.15,316.163,
34,300.004,5032.51,285.234,
20,300.001,3105.52,318.318,
22,300.003,3367.25,317.845,
24,300.003,3847.39,318.938,
2,0.000355885,341.623,283.207,
4,0.000620746,632.412,283.207,
6,0.00173491,847.86,283.207,
8,0.00396395,1030.32,283.207,
26,300.005,4198.88,319.548,
28,300.013,4298.26,317.739,
30,300.007,4645.26,318.889,
32,300.01,4949.97,318.724,
34,300.012,5276.48,318.442,
26,147.128,4267.79,316.163,
20,300.003,4211.72,332.302,
24,163.897,3866.13,316.163,
22,300.003,4545.07,333.008,
24,300.001,4962.25,331.973,
26,300,5268.96,332.068,
28,300.001,5492.71,331.973,
30,300.004,5940.71,332.341,
32,300,6238.62,332.341,
2,0.000176589,203.527,115.857,
6,0.000673471,920.976,238.733,
4,0.000508347,574.069,210.399,
34,300.001,6442.57,331.973,
8,0.00107268,1174.14,238.733,
10,0.00151971,1507.75,238.733,
12,0.0016137,1593.8,238.733,
28,300.001,4549.89,315.545,
30,300.001,4782.14,315.545,
32,300.001,5256.7,315.216,
34,300.002,5597.31,314.546,
10,300.24,1510.15,337.679,
