2,9.4689e-05,417.089,261.333,
4,0.00219081,656.025,261.333,
6,0.00519699,1095.67,261.333,
8,0.0247846,1394.21,281.939,
10,0.0320395,1927.01,282.4,
4,0.000349499,976.375,445.156,
2,0.000102007,602.28,444.534,
6,0.000512696,1402.7,444.534,
8,0.000688031,1666.16,444.534,
10,0.00195944,1771.19,455.926,
12,0.0475114,2295.67,455.926,
12,0.108,2071.14,282.4,
14,0.0942252,2682.47,455.926,
16,0.116788,3212.06,455.926,
14,0.173791,2563.83,282.4,
18,0.143089,3738.6,455.926,
16,0.518317,3066.81,325.404,
2,0.000105643,566.543,308.962,
4,0.000153465,831.625,308.962,
6,0.000168238,977.494,308.962,
8,0.000290646,1391.6,308.962,
10,0.000231813,1444.9,308.962,
12,0.000257186,1616.51,308.962,
14,0.000287876,1864.58,308.962,
16,0.000457201,2067.12,308.962,
18,3.24299,2512.86,330.063,
20,5.65015,3178.5,445.265,
18,11.9366,3261.23,327.977,
20,18.668,3515.67,327.977,
22,80.3093,3642.49,445.265,
22,118.044,3995.22,327.977,
26,300,4956.71,369.093,
24,300,4634.46,369.093,
30,300.001,5794.73,380.758,
32,300.001,6324.08,374.449,
28,300.003,5231.4,369.093,
34,300.001,6687.36,373.826,
20,300,4375.22,455.926,
22,300.001,4901.71,456.546,
24,300.001,5195.95,455.926,
26,300.054,5898.6,455.926,
2,0.000763389,184.33,153.619,
4,0.000722511,745.855,377.653,
28,300.066,6409.55,455.926,
32,300.124,7453.47,455.926,
30,300.256,6835.82,455.926,
34,300.414,7874.79,455.926,
6,0.0152769,1096.77,377.653,
8,0.0184696,1385.6,377.653,
12,0.0242301,1919.3,377.653,
14,0.0257873,2108.61,377.653,
2,6.5584e-05,322.48,254.672,
4,0.0399519,850.314,286.466,
6,0.121027,1327.29,317.519,
16,1.29184,2532.67,377.653,
8,0.13381,1511.71,317.519,
10,0.280537,1804.43,317.519,
18,4.90636,2902.72,377.653,
24,300,4348.78,448.526,
12,4.32626,2425.99,365.488,
26,300,4872.93,449.049,
28,300,5316.93,455.19,
14,10.2182,2786.06,365.488,
30,300.001,5828.16,454.403,
20,19.7819,3347.83,377.653,
2,8.9538e-05,569.541,320.232,
4,0.000271398,935.462,320.232,
6,0.00119196,1245.7,320.232,
8,0.0101465,1492.18,320.232,
10,0.012737,1697.29,320.232,
12,0.0133704,2016.5,320.232,
14,0.0142661,2438.99,360.887,
16,0.682415,2820.49,360.887,
18,1.00935,3147.98,360.887,
20,0.870582,3463.57,360.887,
22,0.982449,3898.12,360.887,
24,3.24762,4277.26,360.887,
16,47.0258,3301.19,412.223,
26,24.7651,4533.71,360.887,
32,300.001,6005.31,454.403,
34,300.002,6431.12,442.475,
28,80.5738,4876.17,360.887,
2,0.000134196,625.203,322.133,
4,0.000122972,802.982,322.133,
6,0.0018138,1426.63,368.388,
8,0.00335996,2057.28,440.697,
10,0.00921936,2682.59,446.6,
12,0.324973,2836.11,446.6,
14,0.695137,3561.24,440.697,
16,1.24391,3980.73,446.6,
18,3.57805,4216.07,446.6,
20,29.5486,4627.7,440.697,
22,300,4077.39,481.458,
24,300.001,4427.19,480.838,
26,300.001,4653.14,486.794,
28,300,5140.13,480.838,
30,300,5567.85,481.461,
32,300,6155.79,486.737,
34,300.001,6800.6,441.786,
2,5.8955e-05,185.422,101.532,
18,300,3747.34,412.843,
20,300,3865.93,444.128,
4,0.000133511,880.445,386.68,
22,300.001,4368.67,455.521,
6,0.000364343,1525.74,386.68,
8,0.000795764,1889.71,392.584,
10,0.000765143,2056.64,392.584,
12,0.00367688,2627.16,399.926,
14,0.00814544,3082.52,416.927,
24,300.001,4824.18,444.386,
26,300,5421.36,455.778,
28,300,5729.58,462.663,
30,300,6083.25,449.412,
32,300.001,6620.26,462.663,
24,5.90755,5038.4,449.513,
26,7.18136,5621.48,449.513,
2,6.5424e-05,273.905,147.893,
4,0.000148395,866.163,382.939,
6,0.000189044,1320.31,424.866,
34,300.001,6988.47,445.068,
8,0.000635892,1929.62,424.866,
10,0.00128693,2515.23,425.489,
28,8.94392,6040.32,449.513,
12,0.00441612,2956.2,424.866,
14,0.00758427,3537.48,424.866,
16,0.0102107,4131.64,424.866,
18,0.0136768,4641.81,424.866,
20,0.0839016,5023.22,424.866,
22,0.272978,5473.86,424.866,
24,0.386348,5772.05,424.866,
26,3.41773,6203.13,424.866,
28,20.8509,6585.17,424.866,
30,300,5479.34,366.608,
2,0.00472491,376.125,217.629,
4,0.0048017,654.489,217.629,
6,0.0135175,930.428,217.629,
8,0.0141025,1406.46,333.716,
10,0.0152256,1782.22,333.716,
12,0.16248,2070.01,333.716,
14,0.481161,2851.29,400.378,
16,1.32424,3491.6,405.365,
