1,0.5,14,0.54956,1766.83,221.262,0
3,0.5,14,0.188623,1426.51,210.099,0
4,0.5,14,0.869993,2254.62,277.358,0
6,0.5,14,3.40482e-317,-1,-1,0
7,0.5,14,6.28089,1915.33,267.323,0
10,0.5,14,3.40482e-317,-1,-1,0
11,0.5,14,3.40482e-317,-1,-1,0
12,0.5,14,3.40482e-317,-1,-1,0
13,0.5,14,3.40482e-317,-1,-1,0
14,0.5,14,0.00189375,1712.69,215.407,0
15,0.5,14,3.40482e-317,-1,-1,0
18,0.5,14,0.190846,2079.79,278.576,0
19,0.5,14,3.40482e-317,-1,-1,0
20,0.5,14,0.126503,1799.22,263.748,0
22,0.5,14,3.40482e-317,-1,-1,0
21,0.5,14,0.943649,2070.72,319.195,0
23,0.5,14,0.972228,1803.61,253.323,0
24,0.5,14,3.40482e-317,-1,-1,0
17,0.5,14,9.76917,1903.56,306.241,0
26,0.5,14,3.40482e-317,-1,-1,0
27,0.5,14,3.40482e-317,-1,-1,0
28,0.5,14,0.398292,2528.55,350.462,0
30,0.5,14,3.40482e-317,-1,-1,0
32,0.5,14,3.40482e-317,-1,-1,0
29,0.5,14,1.91964,1891.1,258.425,0
34,0.5,14,0.567266,2185.94,287.607,0
35,0.5,14,3.40482e-317,-1,-1,0
36,0.5,14,3.40482e-317,-1,-1,0
37,0.5,14,1.16459,1627.9,235.179,0
38,0.5,14,3.40482e-317,-1,-1,0
39,0.5,14,3.40482e-317,-1,-1,0
41,0.5,14,3.40482e-317,-1,-1,0
42,0.5,14,3.40482e-317,-1,-1,0
43,0.5,14,3.40482e-317,-1,-1,0
47,0.5,14,0.026684,1898.25,241.728,0
46,0.5,14,0.668741,2437.61,321.726,0
48,0.5,14,0.0241639,1682.77,291.447,0
45,0.5,14,1.25012,1722.39,250.277,0
33,0.5,14,16.0985,1920.73,244.694,0
44,0.5,14,5.6207,1981.8,271.643,0
8,0.5,14,53.4769,1919.85,251.552,0
49,0.5,14,80.3061,1889.66,229.921,0
0,0.5,14,180.004,1856.12,323.361,0
2,0.5,14,180.032,2466.86,327.43,0
5,0.5,14,180.01,2514.09,314.798,0
9,0.5,14,180.003,2491.18,350.307,0
16,0.5,14,180.015,2187.79,306.393,0
40,0.5,14,159.261,2161.81,283.798,0
25,0.5,14,180.003,2143.04,316.316,0
31,0.5,14,180.011,2250.11,315.712,0
