0,0,0,0,288.9613238479717
154.30000000000001,220.30000000000001,127.7,225.70000000000002,27.142586464815775
127.7,225.70000000000002,93.700000000000003,225.30000000000001,34.002352859765452
93.700000000000003,225.30000000000001,97,165.80000000000001,59.591442338644555
97,165.80000000000001,111.90000000000001,165.5,14.903019828209324
111.90000000000001,165.5,111.90000000000001,165.5,1.2374367070987375
111.90000000000001,165.5,132.09999999999999,150.30000000000001,25.280031645549798
132.09999999999999,150.30000000000001,153.5,157.90000000000001,22.709469390542807
153.5,157.90000000000001,160.40000000000001,132.20000000000002,26.610148440021902
160.40000000000001,132.20000000000002,144.59999999999999,94.200000000000003,41.153857656360742
144.59999999999999,94.200000000000003,108.30000000000001,95.700000000000003,36.330978516962602
