0,3.5,6,0.00346854,1192.48,341.833,0
3,3.5,6,0.000478915,619.009,347.517,0
1,3.5,6,0.0046122,882.7,346.084,0
2,3.5,6,0.0139463,1204.09,312.639,0
4,3.5,6,0.000486688,964.787,392.414,0
6,3.5,6,0.922575,1690.6,467.896,0
7,3.5,6,0.00337136,1389.03,355.502,0
8,3.5,6,0.140173,673.637,238.431,0
9,3.5,6,0.190582,883.564,267.577,0
5,3.5,6,1.52376,1644.38,399.174,0
10,3.5,6,0.00027854,649.369,336.458,0
12,3.5,6,0.00236664,936.918,285.629,0
13,3.5,6,0.000665722,1048.83,285.865,0
11,3.5,6,0.0394482,1191.88,274.753,0
14,3.5,6,0.00456496,1097.46,329.397,0
17,3.5,6,0.00116291,1158.51,354.504,0
16,3.5,6,0.0191005,1338.66,273.699,0
18,3.5,6,0.0285413,910.037,349.776,0
19,3.5,6,0.00356124,1823.17,410.391,0
22,3.5,6,0.018272,1522.84,404.797,0
20,3.5,6,0.277266,1356.25,315.049,0
21,3.5,6,0.616401,1587.29,322.428,0
25,3.5,6,0.000531812,895.875,203.215,0
24,3.5,6,0.00547715,1172.04,334.395,0
23,3.5,6,0.305233,1059.14,332.941,0
30,3.5,6,0.00178916,960.783,291.007,0
26,3.5,6,1.40272,1597.86,351.57,0
29,3.5,6,0.414767,1484.7,327.316,0
28,3.5,6,0.436576,1464.56,426.143,0
34,3.5,6,0.00167296,1200.69,408.368,0
33,3.5,6,0.00232239,1260.72,409.474,0
31,3.5,6,0.80974,1807.5,421.36,0
36,3.5,6,0.0200091,1333.23,317.946,0
37,3.5,6,0.0621255,1152.07,339.016,0
38,3.5,6,2.50666,1628.64,399.394,0
39,3.5,6,1.97599,1792.64,455.671,0
41,3.5,6,0.266422,1582.97,361.87,0
43,3.5,6,0.0370343,1013.16,231.096,0
45,3.5,6,0.000165459,982.935,288.309,0
44,3.5,6,0.0065584,1049.71,234.854,0
47,3.5,6,0.00613366,1298.24,411.186,0
48,3.5,6,0.250784,1453.04,341.456,0
49,3.5,6,0.000113282,619.52,204.276,0
46,3.5,6,4.71432,1535.64,311.133,0
15,3.5,6,180.049,1110.78,326.168,0
27,3.5,6,180.005,1509.27,451.907,0
32,3.5,6,180.002,1303.5,380.845,0
35,3.5,6,180.015,1307.8,414.268,0
40,3.5,6,180,1057.59,332.479,0
42,3.5,6,180.001,1363.66,377.947,0
